Staff_group,Reason,SA_rate_pct,Reason_code,Reason_name,Month
Consultant,S15 Chest & respiratory problems,427.74,S15,Chest & respiratory problems,2019-04
Professionally qualified clinical staff,S20 Burns poisoning frostbite hypothermia,425.16003,S20,Burns poisoning frostbite hypothermia,2019-04
Other staff or those with unknown classification,S98 Other known causes - not elsewhere classified,423.0735,S98,Other known causes - not elsewhere classified,2019-04
Midwives,S21 Ear nose throat (ENT),411.66335,S21,Ear nose throat (ENT),2019-04
Other staff or those with unknown classification,S13 Cold Cough Flu - Influenza,403.89317,S13,Cold Cough Flu - Influenza,2019-04
Ambulance staff,S16 Headache / migraine,401.75331,S16,Headache / migraine,2019-04
Other staff or those with unknown classification,S28 Injury fracture,399.71999,S28,Injury fracture,2019-04
Support to ambulance staff,S23 Eye problems,398.7507,S23,Eye problems,2019-04
Support to ambulance staff,S29 Nervous system disorders,378.86663,S29,Nervous system disorders,2019-04
Specialty Registrar,S12 Other musculoskeletal problems,377.14261,S12,Other musculoskeletal problems,2019-04
Specialty Doctor,S28 Injury fracture,373.8,S28,Injury fracture,2019-04
Managers,S16 Headache / migraine,367.95523,S16,Headache / migraine,2019-04
Support to ST&T staff,S22 Dental and oral problems,361.89645,S22,Dental and oral problems,2019-04
Foundation Doctor Year 1,S10 Anxiety/stress/depression/other psychiatric illnesses,361.34375,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Specialty Registrar,S17 Benign and malignant tumours cancers,335.2625,S17,Benign and malignant tumours cancers,2019-04
Central functions,S18 Blood disorders,327.78659,S18,Blood disorders,2019-04
Support to clinical staff,S20 Burns poisoning frostbite hypothermia,327.37336,S20,Burns poisoning frostbite hypothermia,2019-04
Midwives,S29 Nervous system disorders,326.7867,S29,Nervous system disorders,2019-04
Other staff or those with unknown classification,S12 Other musculoskeletal problems,326.29932,S12,Other musculoskeletal problems,2019-04
Support to ST&T staff,S24 Endocrine / glandular problems,326.21323,S24,Endocrine / glandular problems,2019-04
Foundation Doctor Year 1,S25 Gastrointestinal problems,324.425,S25,Gastrointestinal problems,2019-04
Midwives,S23 Eye problems,319.91486,S23,Eye problems,2019-04
Senior managers,S15 Chest & respiratory problems,313.37564,S15,Chest & respiratory problems,2019-04
Specialty Doctor,S25 Gastrointestinal problems,309.942,S25,Gastrointestinal problems,2019-04
Foundation Doctor Year 2,S25 Gastrointestinal problems,303.875,S25,Gastrointestinal problems,2019-04
Senior managers,S13 Cold Cough Flu - Influenza,302.35667,S13,Cold Cough Flu - Influenza,2019-04
Foundation Doctor Year 1,S13 Cold Cough Flu - Influenza,298.39375,S13,Cold Cough Flu - Influenza,2019-04
Other staff or those with unknown classification,S11 Back Problems,295.39733,S11,Back Problems,2019-04
Associate Specialist,S10 Anxiety/stress/depression/other psychiatric illnesses,283.35,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Consultant,S26 Genitourinary & gynaecological disorders,277.62,S26,Genitourinary & gynaecological disorders,2019-04
"Hotel, property & estates",S24 Endocrine / glandular problems,276.33984,S24,Endocrine / glandular problems,2019-04
"Support to doctors, nurses & midwives",S20 Burns poisoning frostbite hypothermia,272.70669,S20,Burns poisoning frostbite hypothermia,2019-04
Managers,S29 Nervous system disorders,269.64676,S29,Nervous system disorders,2019-04
Specialty Doctor,S13 Cold Cough Flu - Influenza,268.0807,S13,Cold Cough Flu - Influenza,2019-04
Specialty Doctor,S12 Other musculoskeletal problems,263.525,S12,Other musculoskeletal problems,2019-04
Central functions,S14 Asthma,262.79996,S14,Asthma,2019-04
Foundation Doctor Year 2,S99 Unknown causes / Not specified,262.738,S99,Unknown causes / Not specified,2019-04
Foundation Doctor Year 2,S13 Cold Cough Flu - Influenza,260.34375,S13,Cold Cough Flu - Influenza,2019-04
Specialty Registrar,S15 Chest & respiratory problems,260.1625,S15,Chest & respiratory problems,2019-04
Consultant,S21 Ear nose throat (ENT),251.02,S21,Ear nose throat (ENT),2019-04
Other staff or those with unknown classification,S21 Ear nose throat (ENT),248.96001,S21,Ear nose throat (ENT),2019-04
Ambulance staff,S30 Pregnancy related disorders,247.07706,S30,Pregnancy related disorders,2019-04
Senior managers,S12 Other musculoskeletal problems,246.38673,S12,Other musculoskeletal problems,2019-04
Specialty Registrar,S11 Back Problems,245.5125,S11,Back Problems,2019-04
Consultant,S16 Headache / migraine,244.42057,S16,Headache / migraine,2019-04
Midwives,S24 Endocrine / glandular problems,244.26664,S24,Endocrine / glandular problems,2019-04
Specialty Registrar,S16 Headache / migraine,242.26965,S16,Headache / migraine,2019-04
Support to ambulance staff,S31 Skin disorders,238.24422,S31,Skin disorders,2019-04
Other staff or those with unknown classification,S15 Chest & respiratory problems,236.48004,S15,Chest & respiratory problems,2019-04
Associate Specialist,S98 Other known causes - not elsewhere classified,232.2378,S98,Other known causes - not elsewhere classified,2019-04
"Scientific, therapeutic & technical staff",S14 Asthma,230.21333,S14,Asthma,2019-04
Specialty Registrar,S21 Ear nose throat (ENT),230.07,S21,Ear nose throat (ENT),2019-04
Midwives,S27 Infectious diseases,229.27315,S27,Infectious diseases,2019-04
Foundation Doctor Year 1,S99 Unknown causes / Not specified,227.025,S99,Unknown causes / Not specified,2019-04
Senior managers,S28 Injury fracture,226,S28,Injury fracture,2019-04
Other staff or those with unknown classification,S16 Headache / migraine,221.5,S16,Headache / migraine,2019-04
Core Training,S28 Injury fracture,221.2,S28,Injury fracture,2019-04
Consultant,S23 Eye problems,212.8,S23,Eye problems,2019-04
Support to clinical staff,S32 Substance abuse,210.90656,S32,Substance abuse,2019-04
Support to ambulance staff,S14 Asthma,207.85326,S14,Asthma,2019-04
HCHS doctors,S27 Infectious diseases,205.91265,S27,Infectious diseases,2019-04
Ambulance staff,S23 Eye problems,202.3,S23,Eye problems,2019-04
Specialty Doctor,S19 Heart cardiac & circulatory problems,200.8,S19,Heart cardiac & circulatory problems,2019-04
"Hotel, property & estates",S14 Asthma,199.07985,S14,Asthma,2019-04
Support to ambulance staff,S27 Infectious diseases,197.58662,S27,Infectious diseases,2019-04
Nurses & health visitors,S20 Burns poisoning frostbite hypothermia,196.98004,S20,Burns poisoning frostbite hypothermia,2019-04
Senior managers,S19 Heart cardiac & circulatory problems,194.8,S19,Heart cardiac & circulatory problems,2019-04
HCHS doctors,S22 Dental and oral problems,191.28642,S22,Dental and oral problems,2019-04
Specialty Doctor,S17 Benign and malignant tumours cancers,188,S17,Benign and malignant tumours cancers,2019-04
HCHS doctors,S29 Nervous system disorders,187.7,S29,Nervous system disorders,2019-04
Midwives,S31 Skin disorders,179.27465,S31,Skin disorders,2019-04
NHS infrastructure support,S20 Burns poisoning frostbite hypothermia,176.31002,S20,Burns poisoning frostbite hypothermia,2019-04
Specialty Registrar,S19 Heart cardiac & circulatory problems,175.625,S19,Heart cardiac & circulatory problems,2019-04
Managers,S30 Pregnancy related disorders,174.46667,S30,Pregnancy related disorders,2019-04
Other staff or those with unknown classification,S29 Nervous system disorders,174,S29,Nervous system disorders,2019-04
Specialty Doctor,S11 Back Problems,173,S11,Back Problems,2019-04
Senior managers,S11 Back Problems,171,S11,Back Problems,2019-04
Foundation Doctor Year 2,S98 Other known causes - not elsewhere classified,167.6,S98,Other known causes - not elsewhere classified,2019-04
Specialty Registrar,S26 Genitourinary & gynaecological disorders,165.455,S26,Genitourinary & gynaecological disorders,2019-04
Support to ST&T staff,S14 Asthma,162.96664,S14,Asthma,2019-04
Other staff or those with unknown classification,S26 Genitourinary & gynaecological disorders,161.26301,S26,Genitourinary & gynaecological disorders,2019-04
Foundation Doctor Year 1,S28 Injury fracture,156,S28,Injury fracture,2019-04
Other staff or those with unknown classification,S99 Unknown causes / Not specified,153.2,S99,Unknown causes / Not specified,2019-04
Managers,S18 Blood disorders,152.6,S18,Blood disorders,2019-04
Associate Specialist,S12 Other musculoskeletal problems,150.1,S12,Other musculoskeletal problems,2019-04
Core Training,S30 Pregnancy related disorders,149.9,S30,Pregnancy related disorders,2019-04
Ambulance staff,S29 Nervous system disorders,148,S29,Nervous system disorders,2019-04
HCHS doctors,S31 Skin disorders,145.6,S31,Skin disorders,2019-04
Support to ambulance staff,S22 Dental and oral problems,142.06005,S22,Dental and oral problems,2019-04
Core Training,S12 Other musculoskeletal problems,140.55,S12,Other musculoskeletal problems,2019-04
Professionally qualified clinical staff,S32 Substance abuse,139.22667,S32,Substance abuse,2019-04
Specialty Doctor,S16 Headache / migraine,138.8,S16,Headache / migraine,2019-04
Senior managers,S26 Genitourinary & gynaecological disorders,136.7,S26,Genitourinary & gynaecological disorders,2019-04
Support to ambulance staff,S24 Endocrine / glandular problems,135.7,S24,Endocrine / glandular problems,2019-04
"Support to doctors, nurses & midwives",S32 Substance abuse,135.21333,S32,Substance abuse,2019-04
Midwives,S18 Blood disorders,134.95992,S18,Blood disorders,2019-04
Specialty Doctor,S26 Genitourinary & gynaecological disorders,134,S26,Genitourinary & gynaecological disorders,2019-04
Specialty Doctor,S23 Eye problems,133.8,S23,Eye problems,2019-04
Managers,S27 Infectious diseases,130.42672,S27,Infectious diseases,2019-04
NHS infrastructure support,S32 Substance abuse,129.89494,S32,Substance abuse,2019-04
Other staff or those with unknown classification,S19 Heart cardiac & circulatory problems,129.17321,S19,Heart cardiac & circulatory problems,2019-04
Foundation Doctor Year 2,S28 Injury fracture,128,S28,Injury fracture,2019-04
Core Training,S26 Genitourinary & gynaecological disorders,126.2,S26,Genitourinary & gynaecological disorders,2019-04
Hospital Practitioner / Clinical Assistant,S10 Anxiety/stress/depression/other psychiatric illnesses,124.59238,S10,Anxiety/stress/depression/other psychiatric illnesses,2019-04
Consultant,S30 Pregnancy related disorders,122.925,S30,Pregnancy related disorders,2019-04
Senior managers,S24 Endocrine / glandular problems,122,S24,Endocrine / glandular problems,2019-04
HCHS doctors,S24 Endocrine / glandular problems,120.87525,S24,Endocrine / glandular problems,2019-04
Specialty Doctor,S15 Chest & respiratory problems,119.65,S15,Chest & respiratory problems,2019-04
Other staff or those with unknown classification,S30 Pregnancy related disorders,119.06665,S30,Pregnancy related disorders,2019-04
Core Training,S16 Headache / migraine,115.41875,S16,Headache / migraine,2019-04
Ambulance staff,S31 Skin disorders,114.67756,S31,Skin disorders,2019-04
Core Training,S21 Ear nose throat (ENT),112.1,S21,Ear nose throat (ENT),2019-04
Other and Local HCHS Doctor Grades,S28 Injury fracture,111.65336,S28,Injury fracture,2019-04
Hospital Practitioner / Clinical Assistant,S17 Benign and malignant tumours cancers,107.0136,S17,Benign and malignant tumours cancers,2019-04
Managers,S23 Eye problems,105.48,S23,Eye problems,2019-04
Specialty Registrar,S29 Nervous system disorders,102.5,S29,Nervous system disorders,2019-04
Midwives,S22 Dental and oral problems,100.02665,S22,Dental and oral problems,2019-04
Associate Specialist,S99 Unknown causes / Not specified,97.60968,S99,Unknown causes / Not specified,2019-04
Other and Local HCHS Doctor Grades,S12 Other musculoskeletal problems,95.99313,S12,Other musculoskeletal problems,2019-04
HCHS doctors,S20 Burns poisoning frostbite hypothermia,94.5,S20,Burns poisoning frostbite hypothermia,2019-04
Core Training,S17 Benign and malignant tumours cancers,93,S17,Benign and malignant tumours cancers,2019-04
Specialty Registrar,S23 Eye problems,92.175,S23,Eye problems,2019-04
Associate Specialist,S25 Gastrointestinal problems,91.3,S25,Gastrointestinal problems,2019-04
Managers,S14 Asthma,91,S14,Asthma,2019-04
Foundation Doctor Year 1,S98 Other known causes - not elsewhere classified,90.60625,S98,Other known causes - not elsewhere classified,2019-04
Central functions,S20 Burns poisoning frostbite hypothermia,89.37333,S20,Burns poisoning frostbite hypothermia,2019-04
HCHS doctors,S18 Blood disorders,88.2,S18,Blood disorders,2019-04
"Scientific, therapeutic & technical staff",S20 Burns poisoning frostbite hypothermia,87.53333,S20,Burns poisoning frostbite hypothermia,2019-04
Associate Specialist,S28 Injury fracture,86.5,S28,Injury fracture,2019-04
Central functions,S32 Substance abuse,85.2816,S32,Substance abuse,2019-04
Ambulance staff,S24 Endocrine / glandular problems,84.82662,S24,Endocrine / glandular problems,2019-04
Foundation Doctor Year 1,S16 Headache / migraine,84.4375,S16,Headache / migraine,2019-04
Senior managers,S16 Headache / migraine,83.10668,S16,Headache / migraine,2019-04
Other staff or those with unknown classification,S17 Benign and malignant tumours cancers,83,S17,Benign and malignant tumours cancers,2019-04
"Hotel, property & estates",S20 Burns poisoning frostbite hypothermia,82.93669,S20,Burns poisoning frostbite hypothermia,2019-04
Support to ambulance staff,S18 Blood disorders,82,S18,Blood disorders,2019-04
Ambulance staff,S22 Dental and oral problems,81.53333,S22,Dental and oral problems,2019-04
Nurses & health visitors,S32 Substance abuse,81.22667,S32,Substance abuse,2019-04
Foundation Doctor Year 2,S17 Benign and malignant tumours cancers,79,S17,Benign and malignant tumours cancers,2019-04
Managers,S31 Skin disorders,76.98666,S31,Skin disorders,2019-04
Senior managers,S21 Ear nose throat (ENT),76.8,S21,Ear nose throat (ENT),2019-04
Consultant,S22 Dental and oral problems,76.6,S22,Dental and oral problems,2019-04
Consultant,S29 Nervous system disorders,76.5,S29,Nervous system disorders,2019-04
Other staff or those with unknown classification,S23 Eye problems,76.4,S23,Eye problems,2019-04
Associate Specialist,S11 Back Problems,76,S11,Back Problems,2019-04
Foundation Doctor Year 1,S17 Benign and malignant tumours cancers,76,S17,Benign and malignant tumours cancers,2019-04
Managers,S24 Endocrine / glandular problems,75.81334,S24,Endocrine / glandular problems,2019-04
Support to ST&T staff,S32 Substance abuse,75.69323,S32,Substance abuse,2019-04
Consultant,S18 Blood disorders,74.2,S18,Blood disorders,2019-04
Other and Local HCHS Doctor Grades,S99 Unknown causes / Not specified,74.1,S99,Unknown causes / Not specified,2019-04
